recording_start,recording_end,duration_minutes,tech_name,all_techs,machine,end_user,session_type,session_id,connection_id,month,day,file_size_bytes,teams_url
2026-04-23T16:21:30Z,2026-04-23T16:51:30Z,30.0,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,602b7029-57f5-4b42-9055-a001416daedc,04,23,9980804,
2026-04-23T16:51:30Z,2026-04-23T17:23:51Z,32.4,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,2930d6ab-6fd2-40dd-bb66-178a8edc0e94,04,23,2977460,
2026-04-23T17:23:51Z,2026-04-23T17:24:52Z,1.0,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,717d2beb-cd6d-44bd-be89-bad1b313c140,04,23,370405,
2026-04-23T17:24:52Z,2026-04-23T17:55:00Z,30.1,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,33f50515-0582-49a5-be2a-890a3c12f631,04,23,17290447,
2026-04-23T17:55:00Z,2026-04-23T18:25:00Z,30.0,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,558e0c2a-4813-47a5-b639-e32b5c817a78,04,23,83045537,
2026-04-23T18:25:00Z,2026-04-23T18:27:56Z,2.9,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,23acea44-332a-4a67-a83a-47927d719ae8,04,23,4598310,
2026-04-23T18:27:56Z,2026-04-23T18:28:05Z,0.1,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,e4aaae13-888c-413d-aafa-818eeea2c981,04,23,1962925,
2026-04-23T18:28:05Z,2026-04-23T18:32:38Z,4.5,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,ec7282c2-0a21-4ef0-ac0d-ab6ec5fa56c2,04,23,10685479,
2026-04-23T18:32:38Z,2026-04-23T19:02:39Z,30.0,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,04661763-926d-49b4-9632-216e010ae23b,04,23,8722934,
2026-04-23T19:02:39Z,2026-04-23T19:33:00Z,30.4,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,cdbb08d0-1ee5-4f84-b26a-0bcdbb3f6f81,04,23,20275395,
2026-04-23T19:33:00Z,2026-04-23T20:03:00Z,30.0,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,b92c0bd4-81f6-4191-8a7e-70d5259de319,04,23,26548341,
2026-04-23T20:03:00Z,2026-04-23T20:12:05Z,9.1,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,7cc0dd8d-e260-435b-b0f5-b701dd14a34c,04,23,5991708,
2026-04-23T20:14:43Z,2026-04-23T20:15:32Z,0.8,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,230eeef2-b152-4680-acff-7b8f8560b289,04,23,1041967,
2026-04-23T20:15:32Z,2026-04-23T20:15:37Z,0.1,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,5ee79a89-c58f-4beb-ae53-f2977b4ca8b7,04,23,62923,
2026-04-23T20:15:37Z,2026-04-23T20:15:43Z,0.1,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,db7e7ed9-2ddd-4ec9-99af-56606ba295a6,04,23,79423,
2026-04-23T20:17:25Z,2026-04-23T20:18:14Z,0.8,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,2e893634-13de-4873-9d28-7fe3153719ef,04,23,1855620,
2026-04-23T20:18:14Z,2026-04-23T20:24:22Z,6.1,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,80e70001-5a87-4bfb-8f19-6dacb0e25024,04,23,7530322,
2026-04-23T20:24:22Z,2026-04-23T20:24:36Z,0.2,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,4a6ca285-15d9-4047-9b10-07af63db0bec,04,23,1382643,
2026-04-23T20:24:36Z,2026-04-23T20:44:16Z,19.7,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,b9e7dcae-1017-4b5b-9199-ed8a820632ee,04,23,4094213,
2026-04-23T20:44:16Z,2026-04-23T20:44:30Z,0.2,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,cc68b33e-30cd-4966-b6e6-e85f9e1280a7,04,23,1196046,
2026-04-23T20:44:30Z,2026-04-23T20:48:39Z,4.2,,,AAOC-BACKUP-LAP,Chloe,Support,943241ea-6ac9-4b52-9212-6dc21088ff89,de4965d9-8892-4713-84fa-3bb37959b77b,04,23,7561107,
